city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
Passa e Fica,2409100,2020-03-29,13277,True,False,1,7.53182,2020-03-28,,0,city,RN,0,0
São Gonçalo do Amarante,2412005,2020-03-29,102400,True,False,1,0.97656,2020-03-28,,0,city,RN,0,0
São José de Mipibu,2412203,2020-03-29,43899,True,False,1,2.27796,2020-03-28,,0,city,RN,0,0
Tibau,2411056,2020-03-29,4106,True,False,1,24.3546,2020-03-28,,0,city,RN,0,0
Ji-Paraná,1100122,2020-03-29,128969,False,False,1,0.77538,2020-03-29,,0,city,RO,0,0
Porto Velho,1100205,2020-03-29,529544,False,False,5,0.94421,2020-03-29,,0,city,RO,0,0
Boa Vista,1400100,2020-03-29,399213,False,False,13,3.25641,2020-03-29,,0,city,RR,0,0
Bonfim,1400159,2020-03-29,12409,False,False,3,24.176,2020-03-29,,0,city,RR,0,0
Alvorada,4300604,2020-03-29,210305,False,False,2,0.951,2020-03-29,,0,city,RS,0,0
Anta Gorda,4300703,2020-03-29,5981,False,False,2,33.43922,2020-03-29,,0,city,RS,0,0
Bagé,4301602,2020-03-29,121143,False,False,9,7.42924,2020-03-29,,0,city,RS,0,0
Bento Gonçalves,4302105,2020-03-29,120454,False,False,2,1.66038,2020-03-29,,0,city,RS,0,0
Cachoeira do Sul,4303004,2020-03-29,82201,False,False,1,1.21653,2020-03-29,,0,city,RS,0,0
Camaquã,4303509,2020-03-29,66261,False,False,0,,2020-03-29,,0,city,RS,0,0
Campo Bom,4303905,2020-03-29,66712,False,False,2,2.99796,2020-03-29,,0,city,RS,0,0
Canguçu,4304507,2020-03-29,56045,False,False,1,1.78428,2020-03-29,,0,city,RS,0,0
Canoas,4304606,2020-03-29,346616,False,False,7,2.01953,2020-03-29,,0,city,RS,0,0
Capão da Canoa,4304630,2020-03-29,53049,False,False,2,3.7701,2020-03-29,,0,city,RS,0,0
Carlos Barbosa,4304804,2020-03-29,29833,False,False,1,3.35199,2020-03-29,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-29,510906,False,False,6,1.17438,2020-03-29,,0,city,RS,0,0
Cerro Grande do Sul,4305173,2020-03-29,12239,False,False,1,8.1706,2020-03-29,,0,city,RS,0,0
Charqueadas,4305355,2020-03-29,40789,False,False,1,2.45164,2020-03-29,,0,city,RS,0,0
Cruzeiro do Sul,4306205,2020-03-29,12348,False,False,1,8.09848,2020-03-29,,0,city,RS,0,0
Dois Irmãos,4306403,2020-03-29,32671,False,False,1,3.06082,2020-03-29,,0,city,RS,0,0
Dom Pedrito,4306601,2020-03-29,38461,False,False,1,2.60004,2020-03-29,,0,city,RS,0,0
Eldorado do Sul,4306767,2020-03-29,41285,False,False,1,2.42219,2020-03-29,,0,city,RS,0,0
Erechim,4307005,2020-03-29,105862,False,False,3,2.83388,2020-03-29,,0,city,RS,0,0
Estrela,4307807,2020-03-29,34116,False,False,1,2.93118,2020-03-29,,0,city,RS,0,0
Estância Velha,4307609,2020-03-29,50022,False,False,2,3.99824,2020-03-29,,0,city,RS,0,0
Farroupilha,4307906,2020-03-29,72331,False,False,1,1.38253,2020-03-29,,0,city,RS,0,0
Garibaldi,4308607,2020-03-29,35070,False,False,1,2.85144,2020-03-29,,0,city,RS,0,0
Gravataí,4309209,2020-03-29,281519,False,False,1,0.35522,2020-03-29,,0,city,RS,0,0
Ivoti,4310801,2020-03-29,24293,False,False,3,12.34924,2020-03-29,,0,city,RS,0,0
Lajeado,4311403,2020-03-29,84014,False,False,5,5.95139,2020-03-29,,0,city,RS,0,0
Marau,4311809,2020-03-29,44161,False,False,1,2.26444,2020-03-29,,0,city,RS,0,0
Nova Palma,4313102,2020-03-29,6512,False,False,1,15.35627,2020-03-29,,0,city,RS,0,0
Novo Hamburgo,4313409,2020-03-29,246748,False,False,1,0.40527,2020-03-29,,0,city,RS,1,0
Osório,4313508,2020-03-29,45994,False,False,1,2.1742,2020-03-29,,0,city,RS,0,0
Paraí,4314001,2020-03-29,7657,False,False,1,13.05995,2020-03-29,,0,city,RS,0,0
Passo Fundo,4314100,2020-03-29,203275,False,False,1,0.49194,2020-03-29,,0,city,RS,0,0
Pelotas,4314407,2020-03-29,342405,False,False,2,0.5841,2020-03-29,,0,city,RS,0,0
Piratini,4314605,2020-03-29,20663,False,False,1,4.83957,2020-03-29,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-29,1483771,False,False,135,9.09844,2020-03-29,0.0148,2,city,RS,28,0
Rio Grande,4315602,2020-03-29,211005,False,False,2,0.94784,2020-03-29,,0,city,RS,0,0
Rolante,4316006,2020-03-29,21349,False,False,1,4.68406,2020-03-29,,0,city,RS,0,0
Sant'Ana do Livramento,4317103,2020-03-29,77027,False,False,4,5.19298,2020-03-29,,0,city,RS,0,0
Santa Maria,4316907,2020-03-29,282123,False,False,2,0.70891,2020-03-29,,0,city,RS,0,0
Santa Rosa,4317202,2020-03-29,73254,False,False,1,1.36511,2020-03-29,,0,city,RS,0,0
Santiago,4317400,2020-03-29,49425,False,False,1,2.02327,2020-03-29,,0,city,RS,0,0
Santo Antônio da Patrulha,4317608,2020-03-29,42894,False,False,1,2.33133,2020-03-29,,0,city,RS,0,0
Sapiranga,4319901,2020-03-29,81734,False,False,1,1.22348,2020-03-29,,0,city,RS,0,0
Serafina Corrêa,4320404,2020-03-29,17502,False,False,3,17.1409,2020-03-29,,0,city,RS,0,0
São Leopoldo,4318705,2020-03-29,236835,False,False,3,1.2667,2020-03-29,,0,city,RS,0,0
Taquara,4321204,2020-03-29,57466,False,False,1,1.74016,2020-03-29,,0,city,RS,0,0
Torres,4321501,2020-03-29,38732,False,False,7,18.07291,2020-03-29,,0,city,RS,1,0
Viamão,4323002,2020-03-29,255224,False,False,1,0.39181,2020-03-29,,0,city,RS,0,0
Antônio Carlos,4201208,2020-03-29,8513,False,False,1,11.74674,2020-03-29,,0,city,SC,0,0
Balneário Arroio do Silva,4201950,2020-03-29,13071,False,False,1,7.65052,2020-03-29,,0,city,SC,0,0
Balneário Camboriú,4202008,2020-03-29,142295,False,False,9,6.32489,2020-03-29,,0,city,SC,0,0
Blumenau,4202404,2020-03-29,357199,False,False,12,3.35947,2020-03-29,,0,city,SC,0,0
Braço do Norte,4202800,2020-03-29,33450,False,False,12,35.87444,2020-03-29,,0,city,SC,0,0
Brusque,4202909,2020-03-29,134723,False,False,2,1.48453,2020-03-29,,0,city,SC,0,0
Camboriú,4203204,2020-03-29,82989,False,False,7,8.43485,2020-03-29,,0,city,SC,0,0
Canelinha,4203709,2020-03-29,12240,False,False,1,8.16993,2020-03-29,,0,city,SC,0,0
Chapecó,4204202,2020-03-29,220367,False,False,5,2.26894,2020-03-29,,0,city,SC,0,0
Criciúma,4204608,2020-03-29,215186,False,False,13,6.04129,2020-03-29,,0,city,SC,0,0
Florianópolis,4205407,2020-03-29,500973,False,False,40,7.98446,2020-03-29,,0,city,SC,10,0
Gaspar,4205902,2020-03-29,69639,False,False,2,2.87195,2020-03-29,,0,city,SC,0,0
Gravatal,4206207,2020-03-29,11501,False,False,3,26.08469,2020-03-29,,0,city,SC,0,0
Imbituba,4207304,2020-03-29,44853,False,False,5,11.14753,2020-03-29,,0,city,SC,0,0
Importados/Indefinidos,,2020-03-29,,False,False,8,,2020-03-29,,0,city,SC,0,0
Indaial,4207502,2020-03-29,69425,False,False,1,1.4404,2020-03-29,,0,city,SC,1,0
Itajaí,4208203,2020-03-29,219536,False,False,18,8.19911,2020-03-29,,0,city,SC,0,0
Itapema,4208302,2020-03-29,65312,False,False,1,1.53111,2020-03-29,,0,city,SC,0,0
Içara,4207007,2020-03-29,56421,False,False,1,1.77239,2020-03-29,,0,city,SC,0,0
Jaguaruna,4208807,2020-03-29,20024,False,False,2,9.98801,2020-03-29,,0,city,SC,0,0
Jaraguá do Sul,4208906,2020-03-29,177697,False,False,2,1.12551,2020-03-29,,0,city,SC,0,0
Joinville,4209102,2020-03-29,590466,False,False,9,1.52422,2020-03-29,,0,city,SC,0,0
Lages,4209300,2020-03-29,157544,False,False,1,0.63474,2020-03-29,,0,city,SC,0,0
Laguna,4209409,2020-03-29,45814,False,False,1,2.18274,2020-03-29,,0,city,SC,0,0
Navegantes,4211306,2020-03-29,81475,False,False,3,3.68211,2020-03-29,,0,city,SC,0,0
Papanduva,4212205,2020-03-29,19320,False,False,2,10.35197,2020-03-29,,0,city,SC,0,0
Pomerode,4213203,2020-03-29,33447,False,False,1,2.9898,2020-03-29,,0,city,SC,0,0
Porto Belo,4213500,2020-03-29,21388,False,False,4,18.70208,2020-03-29,,0,city,SC,0,0
Rancho Queimado,4214300,2020-03-29,2878,False,False,2,69.4927,2020-03-29,,0,city,SC,0,0
Siderópolis,4217600,2020-03-29,14007,False,False,2,14.27857,2020-03-29,,0,city,SC,0,0
São Francisco do Sul,4216206,2020-03-29,52721,False,False,1,1.89678,2020-03-29,,0,city,SC,0,0
São José,4216602,2020-03-29,246586,False,False,10,4.05538,2020-03-29,0.1,1,city,SC,1,0
São Lourenço do Oeste,4216909,2020-03-29,24076,False,False,1,4.15351,2020-03-29,,0,city,SC,0,0
São Ludgero,4217006,2020-03-29,13410,False,False,1,7.45712,2020-03-29,,0,city,SC,0,0
São Pedro de Alcântara,4217253,2020-03-29,5823,False,False,1,17.17328,2020-03-29,,0,city,SC,0,0
Tijucas,4218004,2020-03-29,38407,False,False,1,2.60369,2020-03-29,,0,city,SC,0,0
Timbé do Sul,4218103,2020-03-29,5348,False,False,1,18.69858,2020-03-29,,0,city,SC,0,0
Tubarão,4218707,2020-03-29,105686,False,False,9,8.51579,2020-03-29,,0,city,SC,1,0
Urussanga,4219002,2020-03-29,21268,False,False,1,4.7019,2020-03-29,,0,city,SC,0,0
Aracaju,2800308,2020-03-29,657013,True,False,13,1.97865,2020-03-27,,0,city,SE,0,0
Nossa Senhora da Glória,2804508,2020-03-29,36924,True,False,1,2.70827,2020-03-27,,0,city,SE,0,0
Propriá,2805703,2020-03-29,29626,True,False,2,6.75083,2020-03-27,,0,city,SE,0,0
Arujá,3503901,2020-03-29,89824,True,False,1,1.11329,2020-03-27,,0,city,SP,0,0
Barueri,3505708,2020-03-29,274182,True,False,3,1.09416,2020-03-27,,0,city,SP,0,0
Caieiras,3509007,2020-03-29,101470,True,False,2,1.97103,2020-03-27,,0,city,SP,0,0
Campinas,3509502,2020-03-29,1204073,True,False,5,0.41526,2020-03-27,,0,city,SP,0,0
Carapicuíba,3510609,2020-03-29,400927,True,False,2,0.49884,2020-03-27,,0,city,SP,0,0
Cotia,3513009,2020-03-29,249210,True,False,6,2.40761,2020-03-27,,0,city,SP,0,0
Diadema,3513801,2020-03-29,423884,True,False,1,0.23591,2020-03-27,,0,city,SP,0,0
Embu das Artes,3515004,2020-03-29,273726,True,False,1,0.36533,2020-03-27,,0,city,SP,0,0
Ferraz de Vasconcelos,3515707,2020-03-29,194276,True,False,2,1.02946,2020-03-27,,0,city,SP,0,0
Guarulhos,3518800,2020-03-29,1379182,True,False,13,0.94259,2020-03-27,0.1538,2,city,SP,0,0
Hortolândia,3519071,2020-03-29,230851,True,False,1,0.43318,2020-03-27,,0,city,SP,0,0
Importados/Indefinidos,,2020-03-29,,True,False,0,,2020-03-28,,0,city,SP,0,0
Iracemápolis,3521408,2020-03-29,24235,True,False,1,4.12626,2020-03-27,,0,city,SP,0,0
Jaguariúna,3524709,2020-03-29,57488,True,False,1,1.73949,2020-03-27,,0,city,SP,0,0
Jundiaí,3525904,2020-03-29,418962,True,False,3,0.71606,2020-03-27,,0,city,SP,0,0
Louveira,3527306,2020-03-29,48885,True,False,1,2.04562,2020-03-27,,0,city,SP,0,0
Mairiporã,3528502,2020-03-29,100179,True,False,2,1.99643,2020-03-27,,0,city,SP,0,0
Mauá,3529401,2020-03-29,472912,True,False,2,0.42291,2020-03-27,,0,city,SP,0,0
Mogi das Cruzes,3530607,2020-03-29,445842,True,False,8,1.79436,2020-03-27,,0,city,SP,0,0
Osasco,3534401,2020-03-29,698418,True,False,4,0.57272,2020-03-27,,0,city,SP,0,0
Poá,3539806,2020-03-29,117452,True,False,1,0.85141,2020-03-27,,0,city,SP,0,0
Ribeirão Pires,3543303,2020-03-29,123393,True,False,1,0.81042,2020-03-27,,0,city,SP,0,0
Ribeirão Preto,3543402,2020-03-29,703293,True,False,3,0.42656,2020-03-27,0.3333,1,city,SP,0,0
Rio Claro,3543907,2020-03-29,206424,True,False,1,0.48444,2020-03-27,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-29,139447,True,False,6,4.30271,2020-03-27,,0,city,SP,0,0
Santo André,3547809,2020-03-29,718773,True,False,17,2.36514,2020-03-27,,0,city,SP,0,0
Sorocaba,3552205,2020-03-29,679378,True,False,1,0.14719,2020-03-27,,0,city,SP,0,0
Suzano,3552502,2020-03-29,297637,True,False,1,0.33598,2020-03-27,,0,city,SP,0,0
São Bernardo do Campo,3548708,2020-03-29,838936,True,False,15,1.78798,2020-03-27,,0,city,SP,0,0
São Caetano do Sul,3548807,2020-03-29,161127,True,False,16,9.93006,2020-03-27,,0,city,SP,0,0
São José do Rio Preto,3549805,2020-03-29,460671,True,False,1,0.21707,2020-03-27,,0,city,SP,0,0
São José dos Campos,3549904,2020-03-29,721944,True,False,4,0.55406,2020-03-27,,0,city,SP,0,0
São Paulo,3550308,2020-03-29,12252023,True,False,1044,8.52104,2020-03-27,0.0594,62,city,SP,0,0
São Sebastião,3550704,2020-03-29,88980,True,False,2,2.2477,2020-03-27,,0,city,SP,0,0
Taboão da Serra,3552809,2020-03-29,289664,True,False,2,0.69046,2020-03-27,0.5,1,city,SP,0,0
Tatuí,3554003,2020-03-29,121766,True,False,1,0.82125,2020-03-27,,0,city,SP,0,0
Taubaté,3554102,2020-03-29,314924,True,False,1,0.31754,2020-03-27,,0,city,SP,0,0
Valinhos,3556206,2020-03-29,129193,True,False,1,0.77404,2020-03-27,,0,city,SP,0,0
Vargem Grande Paulista,3556453,2020-03-29,52597,True,False,2,3.8025,2020-03-27,0.5,1,city,SP,0,0
Araguaína,1702109,2020-03-29,180470,False,False,1,0.55411,2020-03-29,,0,city,TO,0,0
Palmas,1721000,2020-03-29,299127,False,False,9,3.00876,2020-03-29,,0,city,TO,1,0
Acrelândia,1200013,2020-03-30,15256,False,False,6,39.32879,2020-03-30,,0,city,AC,4,0
Porto Acre,1200807,2020-03-30,18504,False,False,1,5.40424,2020-03-30,,0,city,AC,0,0
Rio Branco,1200401,2020-03-30,407319,False,False,34,8.34727,2020-03-30,,0,city,AC,3,0
Importados/Indefinidos,,2020-03-30,,False,False,4,,2020-03-30,,0,city,AL,0,0
Maceió,2704302,2020-03-30,1018948,False,False,12,1.17769,2020-03-30,,0,city,AL,0,0
Porto Real do Colégio,2707503,2020-03-30,20066,False,False,1,4.98355,2020-03-30,,0,city,AL,0,0
Anori,1300102,2020-03-30,21010,False,False,1,4.75964,2020-03-30,,0,city,AM,0,0
Boca do Acre,1300706,2020-03-30,34308,False,False,1,2.91477,2020-03-30,,0,city,AM,0,0
Importados/Indefinidos,,2020-03-30,,True,False,0,,2020-03-23,,,city,AM,0,0
Itacoatiara,1301902,2020-03-30,101337,False,False,2,1.97361,2020-03-30,,0,city,AM,0,0
Manacapuru,1302504,2020-03-30,97377,False,False,2,2.05387,2020-03-30,,0,city,AM,0,0
Manaus,1302603,2020-03-30,2182763,False,False,140,6.41389,2020-03-30,0.0071,1,city,AM,9,1
Novo Airão,1303205,2020-03-30,19454,False,False,1,5.14033,2020-03-30,,0,city,AM,1,0
Parintins,1303403,2020-03-30,114273,False,False,3,2.62529,2020-03-30,0.3333,1,city,AM,1,0
Santo Antônio do Içá,1303700,2020-03-30,21602,False,False,1,4.6292,2020-03-30,,0,city,AM,0,0
Macapá,1600303,2020-03-30,503327,False,False,8,1.58942,2020-03-30,,0,city,AP,0,0
Alagoinhas,2900702,2020-03-30,151596,False,False,1,0.65965,2020-03-30,,0,city,BA,0,0
Barreiras,2903201,2020-03-30,155439,False,False,1,0.64334,2020-03-30,,0,city,BA,0,0
Brumado,2904605,2020-03-30,67195,False,False,1,1.48821,2020-03-30,,0,city,BA,0,0
Camaçari,2905701,2020-03-30,299132,False,False,1,0.3343,2020-03-30,,0,city,BA,0,0
Canarana,2906204,2020-03-30,26176,False,False,1,3.82029,2020-03-30,,0,city,BA,0,0
Conceição do Jacuípe,2908507,2020-03-30,33153,False,False,1,3.01632,2020-03-30,,0,city,BA,0,0
Conde,2908606,2020-03-30,25837,False,False,1,3.87042,2020-03-30,,0,city,BA,0,0
Dias d'Ávila,2910057,2020-03-30,81089,False,False,1,1.23321,2020-03-30,,0,city,BA,1,0
Feira de Santana,2910800,2020-03-30,614872,False,False,12,1.95163,2020-03-30,,0,city,BA,3,0
Ilhéus,2913606,2020-03-30,162327,False,False,2,1.23208,2020-03-30,,0,city,BA,0,0
Importados/Indefinidos,,2020-03-30,,False,False,0,,2020-03-30,,0,city,BA,0,0
Ipiaú,2913903,2020-03-30,45873,False,False,0,,2020-03-30,,0,city,BA,0,0
Itabuna,2914802,2020-03-30,213223,False,False,2,0.93799,2020-03-30,,0,city,BA,0,0
Itagibá,2915205,2020-03-30,14579,False,False,1,6.85918,2020-03-30,,0,city,BA,0,0
Itamaraju,2915601,2020-03-30,64486,False,False,1,1.55072,2020-03-30,,0,city,BA,0,0
Itororó,2917102,2020-03-30,20382,False,False,1,4.90629,2020-03-30,,0,city,BA,0,0
Jequié,2918001,2020-03-30,155966,False,False,1,0.64117,2020-03-30,,0,city,BA,0,0
Juazeiro,2918407,2020-03-30,216707,False,False,2,0.92291,2020-03-30,,0,city,BA,0,0
Lauro de Freitas,2919207,2020-03-30,198440,False,False,12,6.04717,2020-03-30,,0,city,BA,1,0
Nova Soure,2922904,2020-03-30,26947,False,False,1,3.71099,2020-03-30,,0,city,BA,1,0
Pojuca,2925204,2020-03-30,39519,False,False,1,2.53043,2020-03-30,,0,city,BA,0,0
Porto Seguro,2925303,2020-03-30,148686,False,False,10,6.72558,2020-03-30,,0,city,BA,0,0
Prado,2925501,2020-03-30,28174,False,False,3,10.64812,2020-03-30,,0,city,BA,0,0
Salvador,2927408,2020-03-30,2872347,False,False,117,4.07332,2020-03-30,0.0171,2,city,BA,14,1
São Domingos,2928950,2020-03-30,9058,False,False,1,11.03996,2020-03-30,,0,city,BA,0,0
Teixeira de Freitas,2931350,2020-03-30,160487,False,False,1,0.6231,2020-03-30,,0,city,BA,0,0
Aquiraz,2301000,2020-03-30,80271,False,False,14,17.44092,2020-03-30,,0,city,CE,7,0
Beberibe,2302206,2020-03-30,53573,False,False,1,1.86661,2020-03-30,,0,city,CE,1,0
Caucaia,2303709,2020-03-30,361400,False,False,1,0.2767,2020-03-30,,0,city,CE,0,0
Fortaleza,2304400,2020-03-30,2669342,False,False,353,13.22423,2020-03-30,0.0142,5,city,CE,15,0
Fortim,2304459,2020-03-30,16480,False,False,1,6.06796,2020-03-30,,0,city,CE,0,0
Importados/Indefinidos,,2020-03-30,,False,False,0,,2020-03-30,,0,city,CE,0,0
Itaitinga,2306256,2020-03-30,37980,False,False,1,2.63296,2020-03-30,,0,city,CE,0,0
Juazeiro do Norte,2307304,2020-03-30,274207,False,False,1,0.36469,2020-03-30,,0,city,CE,0,0
Maracanaú,2307650,2020-03-30,227886,False,False,1,0.43882,2020-03-30,,0,city,CE,0,0
Maranguape,2307700,2020-03-30,128978,False,False,1,0.77533,2020-03-30,,0,city,CE,0,0
Mauriti,2308104,2020-03-30,47962,False,False,1,2.08498,2020-03-30,,0,city,CE,0,0
Quixadá,2311306,2020-03-30,87728,False,False,2,2.27977,2020-03-30,,0,city,CE,0,0
Sobral,2312908,2020-03-30,208935,False,False,5,2.39309,2020-03-30,,0,city,CE,0,0
Brasília,5300108,2020-03-30,3015268,False,False,312,10.34734,2020-03-30,0.0064,2,city,DF,14,1
Cachoeiro de Itapemirim,3201209,2020-03-30,208972,False,False,1,0.47853,2020-03-30,,0,city,ES,0,0
Cariacica,3201308,2020-03-30,381285,False,False,3,0.78681,2020-03-30,,0,city,ES,1,0
Castelo,3201407,2020-03-30,37534,False,False,1,2.66425,2020-03-30,,0,city,ES,0,0
Guarapari,3202405,2020-03-30,124859,False,False,1,0.8009,2020-03-30,,0,city,ES,0,0
Importados/Indefinidos,,2020-03-30,,False,False,1,,2020-03-30,,0,city,ES,0,0
Itapemirim,3202801,2020-03-30,34348,False,False,1,2.91138,2020-03-30,,0,city,ES,0,0
Linhares,3203205,2020-03-30,173555,False,False,4,2.30474,2020-03-30,,0,city,ES,0,0
Santa Teresa,3204609,2020-03-30,23590,False,False,1,4.23908,2020-03-30,,0,city,ES,0,0
Serra,3205002,2020-03-30,517510,False,False,13,2.51203,2020-03-30,,0,city,ES,4,0
São Mateus,3204906,2020-03-30,130611,False,False,1,0.76563,2020-03-30,,,city,ES,0,0
São Roque do Canaã,3204955,2020-03-30,12415,False,False,1,8.05477,2020-03-30,,0,city,ES,0,0
Vila Velha,3205200,2020-03-30,493838,False,False,31,6.27736,2020-03-30,,0,city,ES,3,0
Vitória,3205309,2020-03-30,362097,False,False,26,7.1804,2020-03-30,,0,city,ES,5,0
Anápolis,5201108,2020-03-30,386923,False,False,4,1.0338,2020-03-30,,0,city,GO,0,0
Aparecida de Goiânia,5201405,2020-03-30,578179,False,False,2,0.34591,2020-03-30,,0,city,GO,0,0
Catalão,5205109,2020-03-30,108823,False,False,1,0.91892,2020-03-30,,0,city,GO,0,0
Goianésia,5208608,2020-03-30,70084,False,False,1,1.42686,2020-03-30,,0,city,GO,0,0
Goiânia,5208707,2020-03-30,1516113,False,False,35,2.30854,2020-03-30,,0,city,GO,2,0
Hidrolândia,5209705,2020-03-30,21706,False,False,1,4.60702,2020-03-30,,0,city,GO,0,0
Importados/Indefinidos,,2020-03-30,,False,False,0,,2020-03-30,,0,city,GO,0,0
Itumbiara,5211503,2020-03-30,104742,False,False,2,1.90945,2020-03-30,,0,city,GO,2,0
Jataí,5211909,2020-03-30,100882,False,False,2,1.98251,2020-03-30,,0,city,GO,0,0
Luziânia,5212501,2020-03-30,208299,False,False,1,0.48008,2020-03-30,1.0,1,city,GO,0,0
Rio Verde,5218805,2020-03-30,235647,False,False,7,2.97054,2020-03-30,,0,city,GO,0,0
Silvânia,5220603,2020-03-30,20695,False,False,1,4.83209,2020-03-30,,0,city,GO,0,0
Valparaíso de Goiás,5221858,2020-03-30,168468,False,False,2,1.18717,2020-03-30,,0,city,GO,0,0
Águas Lindas de Goiás,5200258,2020-03-30,212440,False,False,1,0.47072,2020-03-30,,0,city,GO,0,0
São Luís,2111300,2020-03-30,1101884,False,False,30,2.72261,2020-03-30,0.0333,1,city,MA,9,0
Belo Horizonte,3106200,2020-03-30,2512070,False,False,163,6.48867,2020-03-30,0.0061,1,city,MG,20,1
Betim,3106705,2020-03-30,439340,False,False,5,1.13807,2020-03-30,,0,city,MG,0,0
Boa Esperança,3107109,2020-03-30,40127,False,False,1,2.49209,2020-03-30,,0,city,MG,0,0
Bom Despacho,3107406,2020-03-30,50605,False,False,1,1.97609,2020-03-30,,0,city,MG,0,0
Campo Belo,3111200,2020-03-30,54029,False,False,1,1.85086,2020-03-30,,0,city,MG,0,0
Campos Altos,3111507,2020-03-30,15461,False,False,1,6.46789,2020-03-30,,0,city,MG,0,0
Carmo do Cajuru,3114204,2020-03-30,22478,False,False,1,4.44879,2020-03-30,,0,city,MG,0,0
Contagem,3118601,2020-03-30,663855,False,False,5,0.75318,2020-03-30,,0,city,MG,1,0
Coronel Fabriciano,3119401,2020-03-30,109855,False,False,1,0.91029,2020-03-30,,0,city,MG,0,0
Divinópolis,3122306,2020-03-30,238230,False,False,9,3.77786,2020-03-30,,0,city,MG,2,0
Extrema,3125101,2020-03-30,36225,False,False,1,2.76052,2020-03-30,,0,city,MG,0,0
Governador Valadares,3127701,2020-03-30,279885,False,False,2,0.71458,2020-03-30,,0,city,MG,0,0
Guimarânia,3128907,2020-03-30,8039,False,False,1,12.43936,2020-03-30,,0,city,MG,0,0
Importados/Indefinidos,,2020-03-30,,False,False,3,,2020-03-30,,0,city,MG,0,0
Ipatinga,3131307,2020-03-30,263410,False,False,1,0.37964,2020-03-30,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-30,568873,False,False,13,2.28522,2020-03-30,,0,city,MG,2,0
Lagoa da Prata,3137205,2020-03-30,52165,False,False,2,3.83399,2020-03-30,,0,city,MG,0,0
Manhuaçu,3139409,2020-03-30,90229,False,False,1,1.10829,2020-03-30,,0,city,MG,1,0
Mariana,3140001,2020-03-30,60724,False,False,2,3.29359,2020-03-30,,0,city,MG,0,0
Muriaé,3143906,2020-03-30,108763,False,False,1,0.91943,2020-03-30,,0,city,MG,0,0
Nova Lima,3144805,2020-03-30,94889,False,False,19,20.0234,2020-03-30,,0,city,MG,0,0
Patrocínio,3148103,2020-03-30,90757,False,False,1,1.10184,2020-03-30,,0,city,MG,0,0
Poços de Caldas,3151800,2020-03-30,167397,False,False,2,1.19476,2020-03-30,,0,city,MG,0,0
Sabará,3156700,2020-03-30,136344,False,False,3,2.20032,2020-03-30,,0,city,MG,0,0
Santa Luzia,3157807,2020-03-30,219134,False,False,1,0.45634,2020-03-30,,0,city,MG,0,0
Serra do Salitre,3166808,2020-03-30,11582,False,False,1,8.63409,2020-03-30,,0,city,MG,0,0
Sete Lagoas,3167202,2020-03-30,239639,False,False,2,0.83459,2020-03-30,,0,city,MG,0,0
São João del Rei,3162500,2020-03-30,90082,False,False,2,2.2202,2020-03-30,,0,city,MG,0,0
Timóteo,3168705,2020-03-30,89842,False,False,1,1.11307,2020-03-30,,0,city,MG,0,0
Uberaba,3170107,2020-03-30,333783,False,False,3,0.89879,2020-03-30,,0,city,MG,0,0
Uberlândia,3170206,2020-03-30,691305,False,False,10,1.44654,2020-03-30,,0,city,MG,3,0
Unaí,3170404,2020-03-30,84378,False,False,1,1.18514,2020-03-30,,0,city,MG,1,0
Batayporã,5002001,2020-03-30,11329,False,False,3,26.48071,2020-03-30,,0,city,MS,1,0
Campo Grande,5002704,2020-03-30,895982,False,False,36,4.01794,2020-03-30,,0,city,MS,7,0
Dourados,5003702,2020-03-30,222949,False,False,2,0.89707,2020-03-30,,0,city,MS,0,0
Ponta Porã,5006606,2020-03-30,92526,False,False,1,1.08078,2020-03-30,,0,city,MS,0,0
Rio Verde de Mato Grosso,5007406,2020-03-30,19746,False,False,1,5.06432,2020-03-30,,0,city,MS,0,0
Sidrolândia,5007901,2020-03-30,57665,False,False,1,1.73415,2020-03-30,,0,city,MS,0,0
Cuiabá,5103403,2020-03-30,612547,False,False,12,1.95903,2020-03-30,,0,city,MT,4,0
Nova Monte Verde,5108956,2020-03-30,9178,False,False,1,10.89562,2020-03-30,,0,city,MT,0,0
Rondonópolis,5107602,2020-03-30,232491,False,False,3,1.29037,2020-03-30,,0,city,MT,3,0
Várzea Grande,5108402,2020-03-30,284971,False,False,2,0.70183,2020-03-30,,0,city,MT,0,0
Ananindeua,1500800,2020-03-30,530598,False,False,5,0.94233,2020-03-30,,0,city,PA,1,0
Belém,1501402,2020-03-30,1492745,False,False,17,1.13884,2020-03-30,,0,city,PA,5,0
Castanhal,1502400,2020-03-30,200793,False,False,1,0.49803,2020-03-30,,0,city,PA,0,0
Itaituba,1503606,2020-03-30,101247,False,False,1,0.98768,2020-03-30,,0,city,PA,0,0
Marabá,1504208,2020-03-30,279349,False,False,1,0.35798,2020-03-30,,0,city,PA,0,0
Parauapebas,1505536,2020-03-30,208273,False,False,1,0.48014,2020-03-30,,0,city,PA,0,0
